"date","unyo","bus_no"
"20260708","大野城市循環バス線①月","25"
"20260708","久留米 - 大牟田線②京","2003"
"20260708","佐賀～福岡空港線①佐","2015"
"20260708","福岡空港-久留米線①京","2018"
"20260708","福岡～小倉線①北","2019"
"20260708","脇山線(38)早T","2035"
"20260708","宇美線②宇","2038"
"20260708","須恵線④宇T","2105"
"20260708","春日原線③那","2109"
"20260708","春日原線②那","2110"
"20260708","上山田線①飯","2272"
"20260708","飯塚 - 大隈線①飯","2356"
"20260708","春日原線①月","2403"
"20260708","香椎浜～博多駅線②ア","2408"
"20260708","アイランドシティ～千早線②ア","2411"
"20260708","竹下～長浜線①も","2412"
"20260708","野間～天神線②柏","2419"
"20260708","長住～博多駅線①桧","2421"
"20260708","直方 ・ 黒崎線③直T","2422"
"20260708","久留米 - 鳥栖線①鳥","2430"
"20260708","天拝坂線①原T","2516"
"20260708","則松循環線①香","2519"
"20260708","小嶺 - 戸畑・若松線①戸","2524"
"20260708","香椎線①舞","2602"
"20260708","アイランドシティ～千早線①ア","2664"
"20260708","野方（都市高速）博多線③壱","2666"
"20260708","竹下～長浜線②竹","2676"
"20260708","森林都市線②赤","2691"
"20260708","門司 - 戸畑線①門","2711"
"20260708","香椎浜～博多駅線③ア","2743"
"20260708","大谷線・大谷（大蔵）線④戸","2750"
"20260708","大谷線・大谷（大蔵）線②戸","2751"
"20260708","大谷線・大谷（大蔵）線①戸","2754"
"20260708","黒原 - 戸畑線②戸","2761"
"20260708","黒原 - 戸畑線①戸","2764"
"20260708","渡辺通幹線②那","2776"
"20260708","小竹・天道線①飯","2804"
"20260708","門司 - 戸畑線③門","2832"
"20260708","門司 - 戸畑線⑤門","2834"
"20260708","門司駅～山田線②谷","2835"
"20260708","上重田線①小","2852"
"20260708","馬場山～大平線②香","2856"
"20260708","小嶺 - 戸畑・若松線②香","2857"
"20260708","恒見 - 小倉線⑲恒T","2861"
"20260708","古賀市内線①舞","2871"
"20260708","野方（都市高速）博多線⑧壱","2877"
"20260708","三軒屋線②武","2882"
"20260708","門司駅～山田線①谷","2906"
"20260708","春日原線①那","2931"
"20260708","飯塚市内線①飯","2961"
"20260708","那珂川フィーダー線②那","2963"
"20260708","大里線①恒","2971"
"20260708","大谷線・大谷（大蔵）線③戸","2977"
"20260708","今町・若園線①谷","2979"
"20260708","福岡・福岡空港～日田線①日","1010"
"20260708","昭代（城南）博多駅線①愛","1030"
"20260708","宇美線①宇","1043"
"20260708","小倉 - 黒崎・折尾線①幡","1050"
"20260708","小倉（中原）戸畑線③小T","1051"
"20260708","門司 - 戸畑線①戸","1071"
"20260708","志井線⑭谷","1074"
"20260708","小倉 - 黒崎・折尾線④小T","1075"
"20260708","福岡～熊本線(22)高T","1080"
"20260708","昭代（城南）博多駅線①も","1087"
"20260708","志賀島線②ア","1099"
"20260708","香椎浜～博多駅線①ア","1138"
"20260708","小嶺 - 戸畑・若松線③香","1159"
"20260708","小倉 - 黒崎線①幡","1161"
"20260708","長野 - 小倉線①弥","1189"
"20260708","馬場山～大平線①香","1192"
"20260708","馬場山～大平線⑨香","1194"
"20260708","門司 - 戸畑線⑤戸","1195"
"20260708","門司港ローカル線①門","1239"
"20260708","恒見 - 小倉線①恒","1240"
"20260708","小倉 - 黒崎・折尾線⑤幡","1241"
"20260708","渡辺通幹線①那","1255"
"20260708","西新（城南）九大線①愛","1261"
"20260708","宇美線③宇","1265"
"20260708","油山線①片","1267"
"20260708","早良（城南）博多駅②早","1272"
"20260708","恒見 - 小倉線②恒","1279"
"20260708","香椎浜～天神線①ア","1294"
"20260708","大橋～福翔線②那","1297"
"20260708","恒見 - 小倉線⑥恒","1308"
"20260708","福岡～鹿児島線①高T","1338"
"20260708","長住～博多駅線②桧","1339"
"20260708","西新（城南）九大線②も","1340"
"20260708","大橋～福翔線⑤那","1348"
"20260708","貫 (都市高速) 小倉線①弥","1354"
"20260708","宇美線④宇","1803"
"20260708","大橋～福翔線⑫那","1809"
"20260708","板付団地線②竹","1810"
"20260708","板付線③竹","1812"
"20260708","みどりヶ丘線①土","1819"
"20260708","みどりヶ丘線②土","1820"
"20260708","多々良・八田線②土","1822"
"20260708","小倉～北九州空港線①北","1912"
"20260708","志賀島島内線①ア","1923"
"20260708","脇山線②早","4605"
"20260708","野間快速線①桧","4610"
"20260708","新八田線①土","3633"
"20260708","多々良・八田線①土","3636"
"20260708","赤間（普通）線①高","3647"
"20260708","片江（長住）博多駅線①片","3662"
"20260708","小倉 - 黒崎・折尾線①香","3666"
"20260708","筑豊（特急）福岡線②田","4722"
"20260708","宇美線⑤宇","4845"
"20260708","福岡～小倉線②博","4855"
"20260708","筑豊（特急）福岡線①高","4859"
"20260708","野間快速線①柏","4867"
"20260708","小笹・小笹団地線⑭柏","4871"
"20260708","福岡～大分線①高","4876"
"20260708","福岡～小倉線③博","4908"
"20260708","早良（城南）博多駅①早","4915"
"20260708","野間～天神線③柏","4924"
"20260708","福岡～小倉線⑥博T","3017"
"20260708","野間快速線③桧","3037"
"20260708","野間～天神線①柏","3058"
"20260708","小笹・小笹団地線⑰柏","3059"
"20260708","福岡～熊本線⑳高T","3151"
"20260708","福岡～小倉線①博","3153"
"20260708","小笹・小笹団地線③柏","3208"
"20260708","博多駅～西新線①塚","3210"
"20260708","福岡・福岡空港～佐世保線③博T","3280"
"20260708","福岡・福岡空港～佐世保線②博T","3284"
"20260708","小倉～北九州空港線⑧北T","3286"
"20260708","野間～天神線⑤柏","3291"
"20260708","三軒屋線①武","3423"
"20260708","野間快速線⑧桧","3424"
"20260708","野間快速線②桧","3425"
"20260708","宇美線⑥宇","3430"
"20260708","福岡～小倉線②北","3434"
"20260708","福岡～小倉線③北","3435"
"20260708","福岡～小倉線⑤北","3437"
"20260708","野間快速線②柏","3709"
"20260708","板付線①竹","5824"
"20260708","小倉（中原）戸畑線①戸","5832"
"20260708","赤間（普通）線①赤","5880"
"20260708","津屋崎～福間線①赤","9006"
"20260708","津屋崎～福間線③赤","9007"
"20260708","片江（城南）博多駅線①片","9008"
"20260708","森林都市線①赤","9010"
"20260708","志井線①谷","9016"
"20260708","志井線②谷","9017"
"20260708","志井線③谷","9018"
"20260708","小嶺 - 戸畑・若松線①香","9021"
"20260708","屋形原線②那","9030"
"20260708","久留米吉井線①吉","9053"
"20260708","屋形原線④那","9054"
"20260708","久留米吉井線②吉","9057"
"20260708","南ヶ丘線①月","9061"
"20260708","片江（城南）博多駅線②片","9079"
"20260708","小嶺 - 戸畑・若松線④香","9089"
"20260708","馬場山～大平線⑫香T","9090"
"20260708","小笹～天神線①片","9093"
"20260708","金武線①壱","9137"
"20260708","板付団地線①竹","9138"
"20260708","福島線②八","9141"
"20260708","久留米 - 大牟田線①京","9146"
"20260708","四王寺坂線①宇","9206"
"20260708","福大線①片","9208"
"20260708","空港循環線①宇","9210"
"20260708","小倉 - 黒崎・折尾線④幡","9221"
"20260708","黒原 - 戸畑線①小","9222"
"20260708","西団地 - 萩原線①幡","9229"
"20260708","小倉 - 黒崎線②幡","9231"
"20260708","黒崎・戸畑 - 砂津線①幡","9232"
"20260708","小倉（中原）戸畑線①弥","9238"
"20260708","春日～大橋線①那","9263"
"20260708","福島線①八","9269"
"20260708","神埼線①佐","9272"
"20260708","福島線⑥八","9283"
"20260708","博多駅～西新線②も","9309"
"20260708","屋形原線①那","9311"
"20260708","久留米市内線①御","9341"
"20260708","小倉 - 黒崎・折尾線②幡","9351"
"20260708","小倉 - 黒崎・折尾線⑥小T","9353"
"20260708","博多駅～西新線①博","9435"
"20260708","小倉 - 黒崎線④小T","9451"
"20260708","早良（城南）博多駅③早","9456"
"20260708","小笹・小笹団地線①柏","9461"
"20260708","シーサイドももち線①愛","9482"
"20260708","小倉 - 黒崎・折尾線③幡","9492"
"20260708","金武（城南）博多駅線①武","9497"
"20260708","香椎線②ア","9519"
"20260708","門司 - 戸畑線②戸","9605"
"20260708","西新（城南）九大線①も","9615"
"20260708","香椎浜～博多駅線⑪アT","9650"
"20260708","国分線③御","9653"
"20260708","福島線③八","9657"
"20260708","シーサイドももち線④愛","9658"
"20260708","西新（城南）九大線②塚","9679"
"20260708","野方（都市高速）博多線①壱","9811"
"20260708","西新（城南）九大線①塚","9831"
"20260708","野方（都市高速）博多線(40)壱","9839"
"20260708","早良（城南）博多駅④早","9848"
"20260708","油山（快速）博多駅線③桧T","9854"
"20260708","つつじヶ丘線①月","9873"
"20260708","坂瀬線③宇","9889"
"20260708","小倉（中原）戸畑線③弥","9899"
"20260708","恒見 - 小倉線③恒","9901"
"20260708","筑豊（特急）福岡線①飯","9913"
"20260708","黒崎・戸畑 - 砂津線①小","9939"
"20260708","黒原 - 戸畑線⑨弥T","9941"
"20260708","黒原 - 戸畑線③弥","9955"
