"date","unyo","bus_no"
"20260609","大野城市循環バス線③月","377"
"20260609","大野城市循環バス線⑤月","22"
"20260609","大野城市循環バス線①月","23"
"20260609","大野城市循環バス線②月","26"
"20260609","久留米 - 大牟田線②京","2003"
"20260609","南福岡線⑤宇T","2103"
"20260609","南福岡線①宇","2106"
"20260609","空港循環線①宇","2107"
"20260609","春日原線②那","2108"
"20260609","春日原線③那","2109"
"20260609","那珂川フィーダー線⑤那","2110"
"20260609","直方～鞍手～遠賀線①直","2113"
"20260609","久留米 - 鳥栖線②鳥","2115"
"20260609","星ヶ丘線①原","2117"
"20260609","草野線②吉","2119"
"20260609","甘木幹線⑤杷T","2130"
"20260609","沖新線①川","2264"
"20260609","吉野線④牟","2266"
"20260609","星ヶ丘線②原","2267"
"20260609","沖新線②川","2269"
"20260609","直方～鞍手～遠賀線②直","2273"
"20260609","米の山・黒崎団地線②牟","2275"
"20260609","小倉（中原）戸畑線①弥","2301"
"20260609","飯塚 - 大隈線②飯","2355"
"20260609","頓野線③直","2357"
"20260609","大橋～福翔線⑤那","2401"
"20260609","甘木幹線③甘","2402"
"20260609","春日原線①月","2403"
"20260609","屋形原線④那","2405"
"20260609","野間～天神線②桧","2407"
"20260609","志賀島線⑧ア","2408"
"20260609","福大線②片","2410"
"20260609","竹下～長浜線②も","2413"
"20260609","多々良・八田線⑨土","2415"
"20260609","直方 ・ 黒崎線①直","2424"
"20260609","久留米 - 大牟田線①京","2425"
"20260609","飯塚市内線①飯","2426"
"20260609","久留米 - 鳥栖線①鳥","2430"
"20260609","二日市線⑥原T","2431"
"20260609","大善寺線①川","2432"
"20260609","頓野線①直","2434"
"20260609","赤間（急行）福岡線④赤","2504"
"20260609","二日市線①原","2509"
"20260609","上官（大牟田）線①牟","2511"
"20260609","草野線①吉","2512"
"20260609","宇美～太宰府線①原","2516"
"20260609","則松循環線①香","2519"
"20260609","鳴水（八幡駅）線①幡","2521"
"20260609","小嶺 - 戸畑・若松線①戸","2524"
"20260609","みどりヶ丘線⑦土","2534"
"20260609","多々良・八田線①土","2535"
"20260609","香椎線③舞","2601"
"20260609","香椎線①舞","2602"
"20260609","香椎浜～博多駅線⑤ア","2603"
"20260609","甘木幹線②甘","2607"
"20260609","宇美線③宇","2609"
"20260609","南福岡線④宇T","2610"
"20260609","小倉 (井堀) 戸畑線②小","2612"
"20260609","恒見 - 小倉線(22)恒T","2613"
"20260609","赤間（急行）福岡線⑭赤T","2660"
"20260609","桧原（小笹）博多駅線①も","2662"
"20260609","野間～天神線④柏","2663"
"20260609","アイランドシティ～千早線④ア","2664"
"20260609","赤間（普通）線②高","2665"
"20260609","甘木（都市高速）博多駅線⑮甘T","2667"
"20260609","香椎線④舞","2672"
"20260609","竹下～長浜線②竹","2676"
"20260609","金武線①壱","2677"
"20260609","大橋～福翔線⑨那","2681"
"20260609","大橋～福翔線⑩那","2682"
"20260609","大橋～福翔線⑪那","2684"
"20260609","大橋～福翔線(22)那","2686"
"20260609","霧丘 - 小倉駅線②小","2687"
"20260609","恒見 - 小倉線⑧恒","2688"
"20260609","飯塚市内線③飯","2689"
"20260609","飯塚市内線⑤飯","2698"
"20260609","神埼線②御","2701"
"20260609","門司 - 戸畑線①門","2711"
"20260609","門司 - 戸畑線⑪門","2712"
"20260609","蒲生線①谷","2716"
"20260609","小嶺 - 戸畑・若松線②戸","2718"
"20260609","蒲生線②谷","2720"
"20260609","片江（城南）博多駅線④片","2722"
"20260609","金武（城南）博多駅線①武","2726"
"20260609","三軒屋線⑥武","2727"
"20260609","西新（城南）九大線②愛","2731"
"20260609","屋形原線⑰那","2734"
"20260609","大橋～福翔線③那","2736"
"20260609","屋形原線⑥那","2738"
"20260609","福大線⑤片","2740"
"20260609","野間（城南）博多駅線①桧","2741"
"20260609","志賀島線④ア","2743"
"20260609","大谷線・大谷（大蔵）線②戸","2751"
"20260609","鳴水線①幡","2752"
"20260609","小嶺 - 戸畑・若松線⑥香","2753"
"20260609","大谷線・大谷（大蔵）線①戸","2754"
"20260609","黒原 - 戸畑線②戸","2761"
"20260609","小倉（中原）戸畑線⑤戸","2762"
"20260609","黒原 - 戸畑線①戸","2764"
"20260609","小倉 (井堀) 戸畑線①戸","2765"
"20260609","渡辺通幹線②も","2773"
"20260609","渡辺通幹線⑦那","2775"
"20260609","渡辺通幹線④那","2776"
"20260609","屋形原線⑯那","2778"
"20260609","渡辺通幹線③那","2779"
"20260609","渡辺通幹線⑫那T","2780"
"20260609","渡辺通幹線⑤那","2781"
"20260609","渡辺通幹線⑥那","2783"
"20260609","大牟田市内線⑤牟T","2798"
"20260609","玄海～東郷線①赤","2799"
"20260609","上山田線②飯","2802"
"20260609","脇山線⑥早","2803"
"20260609","小竹・天道線②飯","2805"
"20260609","脇山支線①早","2807"
