"date","unyo","bus_no"
"20260506","甘木幹線①杷","2010"
"20260506","甘木幹線①甘","2607"
"20260506","香椎線⑨舞T","2673"
"20260506","屋形原線(24)那T","2737"
"20260506","門司 - 戸畑線①門","2832"
"20260506","志井線①谷","2835"
"20260506","小倉～北九州空港線⑦北T","1076"
"20260506","馬場山～大平線①香","1192"
"20260506","小倉 - 黒崎・折尾線①幡","1241"
"20260506","早良（城南）博多駅⑫早T","1271"
"20260506","黒原 - 戸畑線②小","1277"
"20260506","黒崎・戸畑 - 砂津線①小","1278"
"20260506","福岡～鹿児島線①高T","1338"
"20260506","小倉～北九州空港線①北","1912"
"20260506","金武線①武","4833"
"20260506","福岡・福岡空港～日田線①日","4878"
"20260506","福岡～小倉①博","4906"
"20260506","小笹・小笹団地線②柏","3223"
"20260506","福岡～小倉①北","3434"
"20260506","福岡～鹿児島線②高T","3440"
"20260506","福岡～宮崎線②高T","3441"
"20260506","那珂川フィーダー線⑥那","9091"
"20260506","黒原 - 戸畑線①小","9222"
"20260506","黒崎・戸畑 - 砂津線①幡","9232"
"20260506","那珂川フィーダー線①那","9303"
"20260506","福島線②八","9304"
"20260506","屋形原線②那","9311"
"20260506","志賀島線①ア","9437"
"20260506","福岡～熊本線⑪高T","6024"
"20260506","小倉 - 黒崎・折尾線①小","6145"
"20260506","小倉 - 黒崎・折尾線⑦小","6150"
"20260506","小倉 - 黒崎・折尾線⑤小","6224"
"20260506","福岡～熊本線⑩高T","7610"
"20260506","福岡～熊本線⑨高T","7612"
"20260506","大橋～福翔線①那","8029"
"20260506","大橋～福翔線④那","8111"
"20260506","香椎線②ア","8135"
"20260506","佐賀～福岡線①佐","8314"
"20260506","福岡空港-久留米線②京","8436"
