"date","unyo","bus_no"
"20260627","甘木幹線①杷","2010"
"20260627","佐賀～福岡空港線①佐","2015"
"20260627","福岡空港-久留米線①京","2018"
"20260627","宇美線①宇","2037"
"20260627","宇美線②宇","2038"
"20260627","春日原線①那","2109"
"20260627","久留米 - 鳥栖線①鳥","2430"
"20260627","恒見 - 小倉線⑥恒","2613"
"20260627","赤間（急行）福岡線①赤","2661"
"20260627","香椎線⑨舞T","2673"
"20260627","恒見 - 小倉線①恒","2688"
"20260627","森林都市線①赤","2691"
"20260627","大橋～福翔線②那","2737"
"20260627","門司 - 戸畑線④門","2758"
"20260627","黒原 - 戸畑線①戸","2761"
"20260627","渡辺通幹線①那","2778"
"20260627","大橋～福翔線⑱那","2786"
"20260627","大橋～福翔線⑭那","2790"
"20260627","門司 - 戸畑線①門","2832"
"20260627","門司 - 戸畑線②門","2834"
"20260627","門司駅～山田線①谷","2835"
"20260627","馬場山～大平線⑫香T","2856"
"20260627","小嶺 - 戸畑・若松線①香","2857"
"20260627","野方（都市高速）博多線②壱","2877"
"20260627","三軒屋線①武","2880"
"20260627","志井線①谷","2906"
"20260627","渡辺通幹線②那","2933"
"20260627","荒江線①早","1025"
"20260627","志井線③谷","1052"
"20260627","香椎浜～天神線①ア","1099"
"20260627","香椎線③ア","1127"
"20260627","門司 - 戸畑線①戸","1157"
"20260627","小倉～北九州空港線①北","1187"
"20260627","小倉～北九州空港線⑧北T","1188"
"20260627","馬場山～大平線①香","1194"
"20260627","門司 - 戸畑線②戸","1195"
"20260627","小倉 - 黒崎・折尾線②幡","1241"
"20260627","恒見 - 小倉線②恒","1279"
"20260627","朽網～北九州空港線①弥","1354"
"20260627","門司港ローカル線①門","1355"
"20260627","福岡～宮崎線⑧高T","1903"
"20260627","脇山線②早","1916"
"20260627","新八田線①土","3633"
"20260627","野間快速線①桧","3659"
"20260627","筑豊（特急）福岡線③田","4722"
"20260627","福岡～大分線④高T","4731"
"20260627","小笹・小笹団地線⑪柏","4834"
"20260627","志賀島線①ア","4864"
"20260627","小笹・小笹団地線⑩柏","4871"
"20260627","福岡～熊本線(21)高T","3043"
"20260627","桧原（小笹）博多駅線①桧","3125"
"20260627","福岡～宮崎線⑩高T","3147"
"20260627","福岡～鹿児島線①高T","3151"
"20260627","福岡～熊本線(24)高T","3152"
"20260627","福岡～小倉線①博","3154"
"20260627","小笹・小笹団地線①桧","3224"
"20260627","福岡・福岡空港～日田線①日","3244"
"20260627","福岡・福岡空港～佐世保線①博","3283"
"20260627","馬場山～大平線②香","3336"
"20260627","福岡～小倉線①北","3434"
"20260627","福岡～小倉線②北","3435"
"20260627","野間快速線⑦桧","3701"
"20260627","篠栗線（篠）①土","5846"
"20260627","久留米吉井線②吉","5859"
"20260627","油山線①片","9008"
"20260627","那珂川フィーダー線①那","9032"
"20260627","屋形原線②那","9054"
"20260627","小倉 - 黒崎・折尾線①小","9226"
"20260627","黒崎・戸畑 - 砂津線①幡","9232"
"20260627","那珂川フィーダー線⑤那","9263"
"20260627","福島線①八","9269"
"20260627","春日～大橋線①月","9312"
"20260627","香椎浜～博多駅線①ア","9327"
"20260627","屋形原線④那","9373"
"20260627","小倉 - 黒崎・折尾線③幡","9414"
"20260627","小倉 - 黒崎・折尾線④幡","9433"
"20260627","香椎線①ア","9437"
"20260627","博多駅～西新線①塚","9484"
"20260627","小倉 - 黒崎・折尾線④小","9490"
"20260627","小倉 - 黒崎・折尾線①幡","9491"
"20260627","久留米吉井線①吉","9506"
"20260627","須恵線④宇T","9508"
"20260627","多々良・八田線②土","9512"
"20260627","長住～博多駅線⑦桧T","9644"
"20260627","野方（都市高速）博多線⑤壱","9669"
"20260627","那珂川フィーダー線②那","9680"
"20260627","門司 - 戸畑線⑬戸T","9689"
"20260627","野間快速線①柏","9855"
"20260627","つつじヶ丘線①月","9873"
"20260627","筑豊（特急）福岡線①田","9920"
"20260627","黒崎・戸畑 - 砂津線②小","9939"
"20260627","小倉 - 黒崎線①幡","9943"
"20260627","黒原 - 戸畑線①弥","9955"
"20260627","小倉 - 黒崎・折尾線②小","5901"
"20260627","小嶺 - 戸畑・若松線②香","5916"
"20260627","福重（都市高速）線①壱","5921"
"20260627","黒崎・戸畑 - 砂津線②幡","5939"
"20260627","シーサイドももち線①愛","5958"
"20260627","屋形原線①那","5962"
"20260627","諸岡線①竹","5977"
"20260627","福岡～熊本線③高","6102"
"20260627","黒崎北九州空港線①幡T","6108"
"20260627","福大線①片","6134"
"20260627","板付団地線①竹","6174"
"20260627","小倉（中原）戸畑線①小","6218"
"20260627","門司 - 戸畑線③門","5769"
"20260627","小倉（中原）戸畑線①弥","5779"
"20260627","天拝坂線①原T","8512"
"20260627","脇山線①早","7703"
"20260627","那珂川フィーダー線③那","7715"
"20260627","長住～天神線⑤桧","7825"
"20260627","長住～天神線①桧","7839"
"20260627","野方（都市高速）博多線③壱","7911"
"20260627","早良（城南）博多駅①早","8116"
"20260627","野間～天神線①柏","8209"
"20260627","金武線①武","8230"
"20260627","佐賀～福岡線①佐","8314"
"20260627","大橋～福翔線①那","8427"
"20260627","福岡空港-久留米線②京","8436"
"20260627","上重田線①小","8650"
