"date","unyo","bus_no"
"20260701","大野城市循環バス線①月","24"
"20260701","久留米 - 大牟田線②京","2003"
"20260701","佐賀～福岡空港線①佐","2015"
"20260701","福岡空港-久留米線①京","2018"
"20260701","福岡～小倉線①北","2019"
"20260701","脇山線(38)早T","2035"
"20260701","宇美線③宇","2037"
"20260701","宇美線②宇","2038"
"20260701","春日原線②那","2108"
"20260701","那珂川フィーダー線⑤那","2110"
"20260701","直方～鞍手～遠賀線①直","2113"
"20260701","草野線①吉","2119"
"20260701","沖新線①川","2264"
"20260701","古賀市内線①舞","2270"
"20260701","春日原線①月","2403"
"20260701","竹下～長浜線①も","2412"
"20260701","久留米 - 鳥栖線①鳥","2430"
"20260701","上官（大牟田）線①牟","2511"
"20260701","則松循環線①香","2519"
"20260701","小嶺 - 戸畑・若松線①戸","2524"
"20260701","多々良・八田線①土","2535"
"20260701","香椎線①舞","2602"
"20260701","香椎浜～博多駅線①ア","2603"
"20260701","甘木（都市高速）博多駅線⑮甘T","2667"
"20260701","竹下～長浜線②竹","2676"
"20260701","野方（都市高速）博多線④壱","2678"
"20260701","北野線①御","2701"
"20260701","門司 - 戸畑線①門","2711"
"20260701","志井線⑭谷","2714"
"20260701","蒲生線①谷","2715"
"20260701","春日原線①那","2725"
"20260701","西新（城南）九大線②愛","2731"
"20260701","野間～天神線①桧","2741"
"20260701","大谷線・大谷（大蔵）線②戸","2751"
"20260701","大谷線・大谷（大蔵）線①戸","2754"
"20260701","黒原 - 戸畑線①戸","2764"
"20260701","渡辺通幹線①も","2771"
"20260701","渡辺通幹線②那","2774"
"20260701","渡辺通幹線③那","2779"
"20260701","渡辺通幹線⑫那T","2787"
"20260701","脇山線⑥早","2803"
"20260701","脇山支線①早","2807"
"20260701","門司 - 戸畑線③門","2832"
"20260701","門司 - 戸畑線⑤門","2834"
"20260701","門司駅～山田線②谷","2835"
"20260701","馬場山～大平線②香","2856"
"20260701","小嶺 - 戸畑・若松線②香","2857"
"20260701","恒見 - 小倉線⑲恒T","2861"
"20260701","福岡・福岡空港～佐世保線②博T","2885"
"20260701","門司駅～山田線①谷","2906"
"20260701","油山線⑳片T","2916"
"20260701","板付線③竹","2918"
"20260701","野方（都市高速）博多線(40)壱","2934"
"20260701","大谷線・大谷（大蔵）線③戸","2938"
"20260701","那珂川フィーダー線②那","2963"
"20260701","大里線①恒","2971"
"20260701","今町・若園線①谷","2979"
"20260701","油山（快速）博多駅線①片","1024"
"20260701","昭代（城南）博多駅線①愛","1030"
"20260701","四王寺坂線①宇","1040"
"20260701","宇美線①宇","1043"
"20260701","小倉 - 黒崎・折尾線①幡","1050"
"20260701","黒原 - 戸畑線①小","1051"
"20260701","門司 - 戸畑線④戸","1055"
"20260701","門司 - 戸畑線②戸","1071"
"20260701","宇美線⑰宇","1089"
"20260701","金武線①塚","1093"
"20260701","油山線④片","1095"
"20260701","野間～天神線①柏","1098"
"20260701","香椎線①ア","1099"
"20260701","小倉 - 黒崎線②幡","1110"
"20260701","佐賀～福岡線①博","1121"
"20260701","門司 - 戸畑線③戸","1157"
"20260701","小嶺 - 戸畑・若松線③香","1159"
"20260701","小倉 - 黒崎線①幡","1161"
"20260701","志井線⑤谷","1163"
"20260701","福岡～熊本線⑱高T","1169"
"20260701","小倉～北九州空港線①北","1187"
"20260701","長野 - 小倉線①弥","1189"
"20260701","馬場山～大平線①香","1192"
"20260701","門司港ローカル線①門","1239"
"20260701","小倉 - 黒崎・折尾線⑤幡","1241"
"20260701","渡辺通幹線①那","1255"
"20260701","那珂川フィーダー線⑥那","1256"
"20260701","西新（城南）九大線①愛","1261"
"20260701","タワー（天神）貝塚線①も","1266"
"20260701","油山線①片","1267"
"20260701","恒見 - 小倉線②恒","1279"
"20260701","馬場山～大平線⑨香","1281"
"20260701","香椎浜～博多駅線③ア","1294"
"20260701","大橋～福翔線②那","1297"
"20260701","香椎線③ア","1301"
"20260701","福岡～小倉線④博","1333"
"20260701","西新（城南）九大線②も","1340"
"20260701","大橋～福翔線③那","1345"
"20260701","大橋～福翔線⑤那","1348"
"20260701","小倉 - 黒崎・折尾線⑤小T","1351"
"20260701","貫 (都市高速) 小倉線①弥","1354"
"20260701","野方（都市高速）博多線②壱","1445"
"20260701","竹下～長浜線③も","1454"
"20260701","みどりヶ丘線(27)土T","1456"
"20260701","みどりヶ丘線⑤土","1457"
"20260701","宇美線④宇","1803"
"20260701","みどりヶ丘線①土","1819"
"20260701","みどりヶ丘線②土","1820"
"20260701","みどりヶ丘線③土","1823"
"20260701","志賀島島内線①ア","1924"
"20260701","脇山線②早","4605"
"20260701","恒見 - 小倉線①恒","4612"
"20260701","新八田線①土","3633"
"20260701","多々良・八田線②土","3636"
"20260701","宇美線⑤宇","3640"
"20260701","志賀島線⑦ア","3644"
"20260701","赤間（普通）線①高","3647"
"20260701","野間快速線①桧","3659"
"20260701","片江（長住）博多駅線①片","3662"
"20260701","馬場山～大平線③香","3667"
"20260701","福岡～大分線①高","3671"
"20260701","筑豊（特急）福岡線⑤田","4703"
"20260701","三軒屋線②武","4832"
"20260701","金武線②武","4833"
"20260701","片江（城南）博多駅線②片","4839"
"20260701","筑豊（特急）福岡線①高","4859"
"20260701","香椎浜～博多駅線②ア","4865"
"20260701","野間快速線①柏","4867"
"20260701","小笹・小笹団地線⑭柏","4871"
"20260701","福岡～熊本線③高","4877"
"20260701","福岡～小倉線①博","4907"
"20260701","早良（城南）博多駅①早","4915"
"20260701","福岡～小倉線②博","3016"
"20260701","福岡～小倉線③博","3017"
"20260701","筑豊（特急）福岡線①飯","3046"
"20260701","野間快速線⑧桧","3053"
"20260701","小笹・小笹団地線①柏","3058"
"20260701","小笹・小笹団地線⑰柏","3059"
"20260701","福岡～鹿児島線①高T","3137"
"20260701","筑豊（特急）福岡線④田","3201"
"20260701","福岡・福岡空港～佐世保線③博T","3279"
"20260701","三軒屋線①武","3423"
"20260701","宇美線⑥宇","3430"
"20260701","福岡～小倉線②北","3434"
